SAMPLE_ID,Answer
TEST_018,노인장기요양보험법 제58조에 따라 국가가 국민건강보험공단에 지원하는 법정지원금(장기요양보험료 예상수입액의 20% 상당)과 공무원·사립학교 교원의 장기요양 보험료 국가부담분 및 차상위계층의 장기요양 보험료 지원을 위한 법률은 노인장기요양보험법입니다.
TEST_019,제정일과 공포일을 찾지 못했습니다.
TEST_020,"장기요양인정점수 완화는 '13.7월에 이루어졌으며, 기존의 53∼75점에서 51점∼75점으로 완화되었다."
TEST_021,장기요양기관 지정갱신제의 법적 근거는 '18.12월에 마련되었다.
TEST_022,"22.10월에 요양보호사 1명당 시설수급자 인력배치기준이 개선되어, 2.5명에서 2.3명으로 변경되었습니다."
TEST_023,"에너지 바우처 제도는 경제적 부담 등으로 에너지 이용에 어려움을 겪는 에너지 소외 계층에게 전기·가스·지역난방 등 에너지 이용에 필요한 비용을 지원하는 제도입니다. 하절기바우처와 동절기바우처, 연탄쿠폰, 등유바우처 등 다양한 형태로 지원됩니다."
TEST_024,"노인, 장애인, 영유아, 임산부, 중증‧희귀‧중증난치질환자, 한부모, 소년소녀가정 포함 세대입니다."
TEST_025,"2024년 에너지바우처 사업의 사업시행주체는 한국에너지공단, 한국광해광업공단입니다."
TEST_026,"하절기바우처의 2024년 예산 규모는 60,950백만원입니다. 동절기바우처의 2024년 예산 규모는 600,521백만원입니다."
TEST_027,2023년 에너지바우처 사업 예산에서 사업운영비 중 에너지복지 홍보에 448백만원이 할당되었습니다.
TEST_028,2023년 에너지바우처 사업 예산에서 시스템 고도화에 할당된 금액은 705백만원입니다.
TEST_029,콜센터 운영 비용은 502.7백만원이 할당되었습니다.
TEST_030,2023년 에너지바우처 사업 예산에서 패널조사에 할당된 금액은 131.7백만원입니다.
TEST_031,2023년 에너지바우처 사업 예산에서 에너지바우처 전달체계 구축에 34.6백만원이 할당되었어요.
TEST_032,주택관리공단 운영지원에 50백만원이 할당되었습니다.
TEST_033,에너지바우처 사업의 향후 기대효과는 폭염 및 한파 등 기후변화와 에너지가격 상승에 따른 취약계층의 에너지 비용 부담 완화를 위해 지속적 지원단가 현실화 추진입니다.
TEST_034,에너지바우처 사업에 대한 예비타당성조사를 KDI(한국개발연구원 공공투자관리센터)가 수행했습니다.
TEST_035,저소득층의 폭염 피해 최소화를 위해 동절기 에너지바우처 일부를 하절기에 사용할 수 있도록 제도 개선할 것이라는 지적사항이 있습니다.
TEST_036,"21년 에너지바우처 사업에 대한 결산 지적사항은 ""수급자 변경 등으로 예산부족이 발생하지 않도록 급여 선정기준 등의 변경계획 등을 사전에 확인하여 지원대상 변동 등이 예산편성시 신속히 반영되도록 할 계획"" 이었다."
TEST_037,에너지 바우처 사업의 향후 추진방향 중 '취약계층의 에너지 비용 부담 완화'를 위한 계획은 지속적 지원단가 현실화 추진입니다.
TEST_038,행복주택출자 사업은 주택도시기금법 제9조제1항가목과 공공주택특별법 제2조1호가목에 근거하고 있습니다.
TEST_039,국민의 행복주거 실현을 위한 보편적 주거복지 정책의 일환으로 도심 내 다양한 부지를 활용하여 행복주택을 공급하는 목적으로 시행된다.
TEST_040,"행복주택출자의 주요 수혜자는 대학생・사회초년생・신혼부부 등 젊은층(80%), 고령자 및 주거취약계층(20%)입니다."
TEST_041,행복주택출자 사업의 최근 5년간 투입된 사업비는 다음과 같습니다.
TEST_042,"한국토지주택공사(LH), 지자체(지방공사)"
TEST_043,"국고보조사업의 보조율은 「보조금법」과 함께 일부 개별 법령에 근거하여 운영되며, 지방자치단체의 재정여건을 고려하여 기준보조율과 차등보조율을 적용하여 운용됨."
TEST_044,프랑스의 재정조정제도에서 최근 강조되는 수평적 형평교부금은 중앙정부와 지방자치단체 간 재원불균형을 조정해 주는 역할을 한다.
TEST_045,"지방재정조정제도의 목적은 지방자치단체 간 재정력 격차의 시정, 지역 간 외부 효과의 내부화를 통하여 지방공공재 공급 및 중앙정부의 위임사무에 대한 비용 부담을 완화하는 것이다."
TEST_046,국제적으로 성과중심 재정관리 강화 움직임이 확산된 시기는 2000년대 후반입니다.
TEST_047,한국의 재정사업 성과관리제도는 '21년 개정된 「국가재정법」을 통해 운영되고 있습니다. 이 법 개정으로 성과관리 기본계획(5개년) 및 추진계획(연간)의 수립이 의무화되었습니다.
TEST_048,"핵심재정사업 성과관리제도를 안착시키기 위해 필요한 노력은 정부의 최우선 정책 우선순위를 반영한 균형 잡힌 결과지향적 임무 및 관리 중심 목표 수립, 그리고 선택과 집중 원칙에 근거한 목표 설정이 필요하다. 또한, 사업의 장애 요인을 해소하고 성과를 창출하는 실질적인 성과관리를 위해서는 선별적인 목표 설정과 그에 대한 집중적인 개입이 중요하다."
TEST_049,"사회보험 사각지대 발생의 주요 원인은 사업주의 비용절감과 보험 가입에 따른 근로자의 실질 가처분 소득 감소입니다. 이로 인해 고용 취약계층, 특히 청년들이 취업 기회와 자산형성 기회가 제한적이게 됩니다."
TEST_050,청년일자리도약장려금은 우선지원대상기업에서 만 15~34세의 취업애로청년을 정규직으로 채용 후 6개월 고용유지하는 경우 최장 2년간 지원됩니다.
TEST_051,"수직적 재정조정제도는 중앙정부와 지방정부 간의 재정불균형을 해소하기 위해 재원을 이전하는 방식입니다. 반면 수평적 재정조정제도는 동일한 수준의 지방정부 간 재정력 격차를 해결하기 위해 재원(지역상생발전기금, 재산공동과세)을 재배분하는 방식입니다."
TEST_052,"지방재정조정제도의 목적은 지방자치단체 간 재정력 격차의 시정, 지역 간 외부 효과의 내부화를 통하여 지방공공재 공급 및 중앙정부의 위임사무에 대한 비용 부담을 완화하는 것입니다."
TEST_053,중앙-지방 간 재정조정제도에서 수직적 재정 불균형을 해소하기 위해 지방교부세와 국고보조금을 이전한다.
TEST_054,"중앙정부의 예산편성은 지방자치단체에 재원을 배분할 문제이며, 중앙-지방 간 재정조정제도를 통해 지방교부세와 국고보조금을 이전한다. 이의 목적은 지방자치단체의 기본적인 수요에 대한 지출을 촉진하고, 재정여건이 열악한 지방자치단체에 대한 지원을 강화하는 것이다."
TEST_055,"1990년대 이후 체계적인 성과관리제도 도입에 대한 필요성이 대두되면서 미국, 캐나다, 영국 등 주요국 위주로 재정사업 성과관리의 실효성 제고를 위한 제도 도입이 시작되었다. 한국의 재정사업 성과관리제도는 '07년 「국가재정법」 시행 이후 최소한의 법 조항으로 운영되어 오다가, '21년 12월 법 개정을 통하여 별도의 장(章) 신설로 개념 및 체계 명확화되었다."
TEST_056,청년일자리도약장려금은 우선지원대상기업에서 만 15~34세의 취업애로청년을 정규직으로 채용 후 6개월 고용유지하는 경우 최장 2년간 지원됩니다.
TEST_057,"재정성과관리제도는 전략목표와 우선순위를 중심으로 재정사업을 재구조화한다는 점에서 국정운영과 연결되고, 지출 우선순위 측면에서 재정을 중장기 시계로 확장시켜 줌."
TEST_058,"정부는 성과관리의 내용을 성과목표관리 및 성과평가로 구체화하고, 재정사업 성과관리 기본계획 수립, 성과보고서 작성 및 성과평가 근거 마련, 재정사업 성과목표 관리를 위한 추진체계 마련, 성과평가 결과 등을 저장, 활용할 수 있는 성과정보관리시스템 구축·운영을 통해 성과관리의 실효성 강화를 위해 노력하고 있습니다."
TEST_059,"「국가재정법」상의 재정사업 평가인 재정사업 자율평가의 대상, 범위, 효과, 개편 등은 지속적으로 논의되어야 하며, 개별 법령에 따라 실시되는 평가 대상 간 중복 최소화 노력 필요하다."
TEST_060,"재정성과관리제도는 재정을 프로그램 단위로 구분하고, 사전 목표와 사후 평가 결과를 중심으로 관리하는 것을 의미한다. 이는 총량 관리와 보완적인 관계이며, 전략목표와 우선순위를 중심으로 재정사업을 재구조화하여 국정운영과 연결된다."
TEST_061,"재정성과관리제도는 재정을 프로그램 단위로 구분하고, 사전 목표와 사후 평가 결과를 중심으로 관리하는 것을 의미한다. 이 제도는 총량 관리와 보완적인 관계이며, 전략목표와 우선순위를 중심으로 재정사업을 재구조화하여 국정운영과 연결된다."
TEST_062,"OECD, World Bank 등이 사업을 기준으로 예산을 나누어 성과 정보를 생산하고 있습니다."
TEST_063,"재정성과관리의 목적은 재정운용의 효율성과 책임성을 제고하는 것이다. 또한, 국민이 정부가 하는 일의 목표에서 성과에 이르는 전과정을 투명하게 알 수 있도록 하기 위함이다."
TEST_064,"2021년 「국가재정법」 개정으로 재정사업 성과관리 기본계획 수립, 성과보고서 작성 및 성과평가 근거 마련, 재정사업 성과목표 관리를 위한 추진체계 마련, 성과평가 결과 등을 저장, 활용할 수 있는 성과 정보 공개 등을 신설되었다."
TEST_065,"2022년 부처별로 사업별 성과 목표달성도를 상대평가하여 미흡 등급 배분 기준, 지출구조조정 기준을 도입하여 강력한 지출구조조정 방향 제시하고 있습니다. 또한, 재정지출 구조의 적정 조정 재도입 추진 중이며, 전년 대비 변화로는 부처의 자발적·주도적 추진 부처 차관 주재 구조조정 추진 TF 구성에서 각 부처별로 사업별 성과 목표달성도를 상대평가하는 방향으로 변경되었습니다."
TEST_066,"재정사업 자율평가는 재정관리 합리성 제고를 위해 평가 대상 사업의 범위, 평가 주기, 상위 평가 방식 등에서 지속적인 제도 개선이 이루어졌습니다. 이에 따라 2018년부터는 각 부처가 자율적으로 평가지표와 배점 기준을 정하고, 성과관리체계 단순화, 예산과 성과관리의 기계적 연동 폐지, 합리적 재정사업 구조조정이 이루어졌습니다."
TEST_067,2016년 재정성과관리제도의 환류 개선사항은 다음과 같다. 
TEST_068,"2018년 재정성과관리제도 개선사항으로는 연구개발사업 평가를 다시 분리하고 기존의 재정사업 자율평가 제도로 환원하는 한편, 공통 평가지침과 평가보고서 표준서식을 폐지하고 상위 평가 방식을 메타 평가 방식의 전수 점검에서 80여 개 주요 핵심 사업에 대한 평가로 전환했다는 점이 있습니다."
TEST_069,"재정사업 자율평가는 재정관리 합리성 제고를 위해 평가 대상 사업의 범위, 평가 주기, 상위 평가 방식 등에서 지속적인 제도 개선이 이루어졌습니다. 중점 추진과제로는 성과관리 사각지대 해소, 사업성과평가의 예산편성 활용 확대를 위한 중점 추진과제가 제시되었습니다."
TEST_070,"재정성과관리제도는 재정을 프로그램 단위로 구분하고, 사전 목표와 사후 평가 결과를 중심으로 관리하는 것을 의미한다. 이 제도는 국정운영과 연결되어 지출 우선순위 측면에서 재정을 중장기 시계로 확장시켜 주며, 정부의 성과 중심 운영을 위한 제도를 성문화하고, 제반 인프라를 제공할 수 있게 한다."
TEST_071,"정부는 「국가재정법」 개정을 통해 재정성과관리 체계를 강화하기 위해 제시한 제도로는 성과목표관리 및 성과평가를 구체화하고, 재정사업 성과관리 기본계획 수립, 성과보고서 작성 및 성과평가 근거 마련, 재정사업 성과목표 관리를 위한 추진체계 마련, 성과평가 결과 등을 저장, 활용할 수 있는 성과정보관리시스템 구축·운영, 성과목표 관리 결과를 국무회의에 보고하여 성과 중심 재정운용 확대 및 강화 등이 있다."
TEST_072,"재정성과관리는 예산 편성 과정에서 성과계획서를 작성하면서 시작되며, 이를 바탕으로 연간 성과지표와 목표치를 관리하여 국회에 보고하고 국민에게 공개됩니다. 이 과정을 통해 정부 재정의 투명성·책임성, 효율성·효과성, 예산재분배 등이 증진됩니다."
TEST_073,"재정성과관리의 목적은 재정사업의 기획에서 집행, 환류, 종료에 이르는 전 주기를 체계적으로 관리하여 효율적 재정 운용을 뒷받침하고, 관련 정보를 국민에게 공개하여 책임성을 확보하는 것입니다."
TEST_074,"2007년 「국가재정법」 개정 후 성과관리 제도는 기관 전략목표-성과지표에 의한 부처의 자율적 성과관리, 재정당국의 감독 및 심층 평가라는 현행 재정사업 관리체계를 구축하여 운영하고 있습니다. 2021년 「국가재정법」 개정 후에는 성과지향적이고 투명한 재정운용을 위해 성과목표관리 및 성과평가로 구체화하였으며, 재정사업 성과관리 기본계획 수립, 성과보고서 작성 및 성과평가 근거 마련, 재정사업 성과목표 관리를 위한 추진체계 마련, 성과정보관리시스템 구축·운영 등이 강화되었습니다."
TEST_075,"재정사업 자율평가는 재정관리 합리성 제고를 위해 평가 대상 사업의 범위, 평가 주기, 상위 평가 방식 등을 지속적으로 개선하는 목적을 가지고 있습니다. 또한, 최근에는 환류 방식을 개선하여 다변화하고 있으며, 미흡 등급 배분 기준 및 지출구조조정 기준을 도입하여 강력한 지출구조조정을 제시하는 방향으로 추진되고 있습니다."
TEST_076,2015년 이전에는 평가 결과 미흡 등급 비율을 강제 배정하고 해당 단위사업에 대한 일률적 삭감이 이루어졌습니다. 2016년에 환류 개선을 통해 평가 대상 사업 전체 예산의 1% 이내에서 부처가 자율적으로 세출구조조정을 마련하도록 하였습니다.
TEST_077,"재정관리시스템 구축과 성과관리 개편을 추진하는 주된 목적은 재정운용의 효율성과 책임성을 제고하기 위함이다. 또한, 이러한 노력은 대국민 재정 책임성을 강화하고 재정 투입의 효과성을 점검하여 재정여력을 지속적으로 확보하는 것을 목표로 한다."
TEST_078,우리나라에서는 2011년부터 발생주의 기준을 적용한 국가결산보고서에서 우발부채를 보고하고 있습니다.
TEST_079,"우발부채 개념 및 용어 사용의 혼란, 우발부채 분류기준 재검토, 새로운 분류기준 정립이 주요 쟁점이다. 발생주의 회계기준을 적용한 국가결산보고서가 10년간 작성되었으나 우발부채의 인식과 공시는 크게 달라지지 않음(현재 주석에서 ‘우발사항 및 약정사항’으로 보고)"
TEST_080,우발부채의 관리는 지속가능한 재정운영 차원에서 중요한 이슈로 여겨지는 이유는 미래의 다양한 의제의무를 포괄하는 우발부채 관리에 대한 중요성 인식 때문이다.
TEST_081,"우발부채는 미래 발생이 불확실한 잠재적 의무 또는 부채를 의미하는 반면, 부채는 현재의무를 의미한다. 우발부채는 특정 사건(들)이 일어나지 않는 한 발생하지 않는 의무로, 하나 또는 그 이상의 조건이 만족되지 않으면 발생하지 않는다."
TEST_082,"발생주의는 '경제적 거래가 발생하는 시점'에 거래를 기록하는 방식이며, 현금주의는 '현금을 수취하거나 지급한 시점'에 거래를 기록하는 방식이다."
TEST_083,"채무지속가능성분석(Debt Sustainability Analysis, DSA)는 공공부문과 대외채무 지속가능성 분석에 관한 공식적인 체계로, 잠재적 재정위기 감지, 예방, 해결을 위한 IMF의 노력으로 2002년에 도입되었다."
TEST_084,"의제의무란 발표된 정부방침 또는 구체적이고 유효한 약속이나 과거의 실무관행 등을 통해 중앙관서 또는 기금이 특정 책임을 계류중인 소송사건, 법률에 의한 의무, 계약, 최소운영수입보장, 민간투자사업 계약, 기타 우발부채에 대한 내용(공공금융비용), 기타 우발부채에 대한 내용(공공손실부담), 퇴직급여충당부채, 퇴직수당충당부채 등이 해당된다."
TEST_085,"국제통화기금(IMF)은 재정통계 작성의 국제기준을 제시하기 위해 1986년 ""재정통계 매뉴얼(Government Finance Statistics Manual, GFSM)""을 처음 발간하였으며, 이후 2001년과 2014년 총 2차례의 개정을 하였다."
TEST_086,"계류중인 소송사건은 정부가 원고인 경우와 피고인 경우 각각을 주석으로 공시하며, 다만 자원의 유출 가능성이 매우 높은 경우에는 소송충당부채로 공시한다."
TEST_087,최소운영수입보장(BTO 등) 제도란 주로 BTO 민간투자사업 중 실시협약서 상 추정 수입보다 실제 수입이 미치지 못하는 경우 정부가 최소운영수입을 보장해 주는 제도를 말합니다.
TEST_088,"우발부채는 미래 발생이 불확실한 잠재적 의무 또는 부채를 의미한다. 이는 경제적 편익이 있는 자원을 유출할 현재의무를 가지고 있지 확인되지 않은 '잠재적 의무' 또는 [편익이 있는 자원의 유출가능성이 매우 높지 않거나, 금액을 신뢰성있게 추정할 수 없어 부채로 인식하지 않는] '현재의무'를 의미한다."
TEST_089,"GFSM2014에서는 우발부채를 명시적(explicit) 우발부채와 암묵적(implicit) 우발부채로 구분합니다. 명시적 우발부채는 규정된 조건 발생시 경제적 가치의 지급을 요구하는 법적 또는 계약에 의한 금융협정으로, 보증과 기타 명시적 우발부채로 구분됩니다."
TEST_090,"GFSM은 총 2차례의 개정을 거쳤으며, GFSM 2001이 전면 개정되어 현재의 발생주의 기준 GFS체계를 구축하였다."
TEST_091,표준화 보증(standardized guarantees)은 통상 아주 적은 금액에 대해 획일적 조건으로 대규모로 발행하는 보증을 말합니다.
TEST_092,"표준화 보증에서 공공부문의 우발부채는 인식되지 않고, 대신 표준화 보증 충당부채로 기록된다. 이 경우, 보증인은 확률통계에 기반하여 평균손실(채무불이행률)을 추정할 수 있다."
TEST_093,"공적보증채무와 다른 일회성 보증은 공적보증채무가 정부의 일반적인 예산에서 충당되는 반면, 다른 일회성 보증은 특정한 예산 또는 자금으로 충당되는지 여부에 따라 구분된다."
TEST_094,미래사회보장급여에 대한 순의무란 현행법과 규정에 따라 이미 가입자가 획득한 미래 급여의 현재가치에서 현행법과 규정에 따른 사회보장제도의 미래보험료의 순현재가치를 차감한 것을 의미합니다.
TEST_095,"국가결산보고서와 지방자치단체 회계기준에서 우발부채에 대한 용어 및 회계처리가 다릅니다. 국가회계기준에서는 '충당부채', '우발부채' 및 '우발자산'을 정의하고 있으나, 지방자치단체 회계기준에서는 '우발상황', '우발손실' 및 '우발이익'으로 정의합니다."
TEST_096,"우발부채는 미래에 특정 사건(들)이 일어나지 않는 한 발생하지 않는 의무로, 하나 또는 그 이상의 조건이 충족되어야 금융거래로 인식되는 재정위험을 발생시키는 구체적 원인이 됩니다. 우발부채 관리가 중요한 이유는 재정위험(fiscal risk)을 발생시키는 구체적 원인이 되며, 의도적인 공공정책이나 재정위기와 같이 예기치 못한 사건으로 인해 발생할 수 있기 때문입니다."
TEST_097,"보증은 명시적 우발부채의 가장 보편적 형태로, 피보증처의 부채에 대해 지급을 보증하는 것을 말한다. 재정상태표에 부채로 기록되는 보증에는 파생금융상품 형태의 보증이나 표준화된 보증 제도하에서 설정하는 충당부채 형태의 보증이 포함된다."
